Campaign_Name,Clicks,Payout
Dhgate 2 - CPS,705,46.5035
Dhgate 2 - CPS,49,5.81
Dhgate 2 - CPS,49,5.81
DigitalOcean,1,0
DigitalOcean,207,2.33
DigitalOcean,174,11.8
DigitalOcean,154,1.9
DigitalOcean,66,1.9
DigitalOcean,75,1.9
DigitalOcean,129,2.19
DigitalOcean,89,2.76
DigitalOcean,436,0
DigitalOcean,207,2.33
DigitalOcean,7,0
DigitalOcean,2,0
DigitalOcean,2,0
DigitalOcean,1331,24.78
DigitalOcean,3,0
DigitalOcean,8,0
DigitalOcean,4,0
DigitalOcean,3,0
DigitalOcean,174,11.8
DigitalOcean,154,1.9
DigitalOcean,1,0
DigitalOcean,66,1.9
DigitalOcean,2,0
DigitalOcean,75,1.9
DigitalOcean,129,2.19
DigitalOcean,5,0
DigitalOcean,89,2.76
DigitalOcean,3,0
DigitalOcean,438,0
DigitalOcean,35,0
DigitalOcean,201,0
DigitalOcean,257,0
DigitalOcean,268,0
DigitalOcean,225,0
DigitalOcean,73,0.7
Dominos.co.in CPA - India,431,0
Dominos.co.in CPA - India,41,0
Dominos.co.in CPA - India,21,0
Dominos.co.in CPA - India,2,0
Dominos.co.in CPA - India,54,0
Dominos.co.in CPA - India,107,0
Dominos.co.in CPA - India,75,0
Dot&Key [CPS] IN,50,0
Dot&Key [CPS] IN,113,0
Dot&Key [CPS] IN,53,0
Dot&Key [CPS] IN,72,87.58
Dot&Key [CPS] IN,50,0
Dot&Key [CPS] IN,70,0
Dot&Key [CPS] IN,9,0
Dot&Key [CPS] IN,9,0
Dot&Key [CPS] IN,10,50.92
Dot&Key [CPS] IN,21,0
Dot&Key [CPS] IN,7,0
Dot&Key [CPS] IN,16,88.88
Dot&Key [CPS] IN,7,0
Dreamhost.com Utility CPA - Worldwide,18,0
Dreamhost.com Utility CPA - Worldwide,134,0
Dreamhost.com Utility CPA - Worldwide,311,0
DressLily,1,0
Dresslily WW,63,0
Dresslily WW,31,0
Dresslily WW,6,0
Dresslily WW,11,0
Dresslily WW,4,0
Dresslily WW,2,0
Dresslily WW,2,0
Dresslily WW,2,0
Dresslily WW,1,0
Dresslily WW,2,0
Dresslily WW,3,0
Dresslily WW,1,0
Dresslily WW,3,0
Durex [CPS]IN,38,0
Durex [CPS]IN,16,0
Durex [CPS]IN,20,0
Durex [CPS]IN,6,0
Durex [CPS]IN,9,0
Durex [CPS]IN,3,0
EaseUS [CPS] WW,338,0
EaseUS [CPS] WW,588,0
EaseUS [CPS] WW,793,0
EaseUS [CPS] WW,825,0
EaseUS [CPS] WW,881,0
EaseUS [CPS] WW,108,0
EaseUS [CPS] WW,665,0
EaseUS [CPS] WW,202,0
EaseUS [CPS] WW,204,0
EaseUS [CPS] WW,148,0
EaseUS [CPS] WW,139,0
EaseUS [CPS] WW,109,0
EaseUS [CPS] WW,294,0
EaseUS [CPS] WW,859,0
EaseUS | Backup & Data Recovery,1,0
EaseUS | Backup & Data Recovery,7,0
EaseUS | Backup & Data Recovery,3,0
Easeus-software.com Utility CPS - Worldwide,1,0
Easeus-software.com Utility CPS - Worldwide,1,0
Edureka,62,0
Edureka,47,0
Edureka,87,0
Edureka,36,0
Edureka,33,0
Edureka,17,0
Edureka,34,0
Edureka,16,0
edX - CPA,129,0
edX - CPA,104,0
edX - CPA,104,0
Electronicx,1,0
Electronicx,1,0
Electronicx,2,0
Electronicx,1,0
Electronicx,1,0
ELEGOO,24,0
ELEGOO,73,54.41
ELEGOO,50,24.95
ELEGOO,41,0
ELEGOO,85,24.95
ELEGOO,83,3.5
Elfsight,90,0
Elfsight,67,0
Elfsight,62,0
Elfsight,58,0
Elfsight,76,0
Elfsight,56,0
Elfsight,9,0
Elfsight,1,0
Elfsight,2,0
Elfsight,1,0
Envato Elements,1144,0
Envato Elements,1613,0
Envato Elements,1356,0
Envato Elements,1367,0
Envato Elements,1172,0
Envato Elements,1112,0
Envato Elements,677,0
Envato Elements,860,0
Envato Elements,85,0
Envato Elements,1613,0
Envato Elements,8242,0
Envato Elements,1356,0
Envato Elements,1367,0
Envato Elements,1172,0
Envato Elements,1112,0
Envato Elements,677,0
Envato Elements,860,0
Envato Elements,85,0
Envato Market,203,0
Envato Market,160,0
Envato Market,25,0
Envato Market,10,0
Envato Market,19,0
Envato Market,9,0
Envato Market,11,0
Envato Market,1,0
Envato Market,234,0
Envato Market,160,0
Envato Market,25,0
Envato Market,10,0
Envato Market,19,0
Envato Market,9,0
Envato Market,11,0
Envato Market,1,0
Envato Placeit,163,0
Envato Placeit,395,0
Envato Placeit,268,20
Envato Placeit,283,0
Envato Placeit,236,0
Envato Placeit,195,0
Envato Placeit,180,0
Envato Placeit,154,0
Envato Placeit,9,0
Envato Placeit,395,0
Envato Placeit,1720,20
Envato Placeit,268,20
Envato Placeit,283,0
Envato Placeit,236,0
Envato Placeit,195,0
Envato Placeit,180,0
Envato Placeit,154,0
Envato Placeit,9,0
Envato Placeit,663,70
Envato Placeit,602,60
Envato Placeit,2,0
Etihad.com CPS - Worldwide,490,0
Etihad.com CPS - Worldwide,274,0
Etihad.com CPS - Worldwide,220,0
Etihad.com CPS - Worldwide,65,0
Etihad.com CPS - Worldwide,30,0
Etihad.com CPS - Worldwide,389,0
Etihad.com CPS - Worldwide,661,0
Etihad.com CPS - Worldwide,6,0
Exness Global (RETIRED),1,0.57935394
Exness Global (RETIRED),2,1.085526338
Exness Global (RETIRED),214,0
Exness Global (RETIRED),868,0
Exness Global (RETIRED),1497,0
Exness Global (RETIRED),2763,0
Exness Global (RETIRED),312,0
Exness Global (RETIRED),240,0
Exness Global (RETIRED),163,0
Exness Global (RETIRED),143,0
Expedia [CPS] Many Geos,2,0
Expedia [CPS] Many Geos,8,0
Expedia [CPS] Many Geos,1,0
ExpressVPN,1,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",3,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",40,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",133,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",40,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",65,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",8,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",38,0
"Eyewa.com CPS - BH, KW, MA, OM, QA, SA & AE",28,0
Fabindia,136,0
Fabindia,5,0
Fabindia,11,0
Fabindia,3,0
Fernsnpetals [CPS] IN,8,0
Fernsnpetals [CPS] IN,3,0
Fernsnpetals [CPS] IN,8,0
Fernsnpetals [CPS] IN,3,0
Fernsnpetals [CPS] IN,7,0
Find Parking,1,0
Find Parking,1,0
Find Parking,2,0
Find Parking,1,0
Find Parking,1,0
Find Parking,1,0
Find Parking,5,0
Find Parking,1,0
Find Parking,2,0
Find Parking,1,0
Find Parking,1,0
Find Parking,1,0
Find Parking,1,0
Find Parking,2,0
Fireboltt [CPS] IN,11,0
Firstcry [CPS] IN,1,85
Firstcry [CPS] IN,17,0
Firstcry [CPS] IN,24,0
Firstcry [CPS] IN,30,0
Firstcry [CPS] IN,199,85
Firstcry [CPS] IN,61,70
Firstcry [CPS] IN,56,35
FirstCry.com CPS - India,1,0
Fiverr Many GEO's,1,0
Fiverr Many GEO's,1,0
Flipkart,1,0
Flipkart,798,22.5
Flipkart,137,0
Flipkart,1,0
Flipkart [CPS] IN,1,0
Flipkart [CPS] IN,64524,0
Flipkart.com CPS - India,1,0
Flipkart.com CPS - India,1,0
Flipkart.com CPS - India,25,0
Flipkart.com CPS - India,147,0
Flower Aura,9,0
Flower Aura,5,0
FlowerAura [CPS] IN,314,0
FlowerAura [CPS] IN,500,0
FlowerAura [CPS] IN,162,0
FlowerAura [CPS] IN,240,0
FlowerAura [CPS] IN,244,0
FlowerAura [CPS] IN,255,52.32
FlowerAura [CPS] IN,65,0
FlowerAura [CPS] IN,97,0
FlowerAura [CPS] IN,311,0
FlowerAura [CPS] IN,154,0
FlowerAura [CPS] IN,9,0
FNP (IN),45,0
FNP (IN),7,42.93
FNP (IN),14,0
FNP (IN),6,0
FNP (IN),45,0
"Footlocker.com CPS - KW, SA, AE & EG",5,0
"Footlocker.com CPS - KW, SA, AE & EG",3,0
"Footlocker.com CPS - KW, SA, AE & EG",1,0
"Footlocker.com CPS - KW, SA, AE & EG",6,0
"Footlocker.com CPS - KW, SA, AE & EG",78,0
"Footlocker.com CPS - KW, SA, AE & EG",7,0
Foreo.com CPS - Worldwide,8,0
Foreo.com CPS - Worldwide,5,0
Foreo.com CPS - Worldwide,9,0
Foreo.com CPS - Worldwide,5,0
Foreo.com CPS - Worldwide,24,0
Foreo.com CPS - Worldwide,9,0
Foreo.com CPS - Worldwide,14,0
Foreo.com CPS - Worldwide,53,0
Foreo.com CPS - Worldwide,58,0
Foreo.com CPS - Worldwide,57,0
Forest Essentials [CPS] WW,50,0
Forest Essentials [CPS] WW,2,0
Forest Essentials [CPS] WW,91,0
Forest Essentials [CPS] WW,107,0
Forest Essentials [CPS] WW,65,0
Forest Essentials [CPS] WW,1,0
Forest Essentials [CPS] WW,1,0
Forest Essentials [CPS] WW,1,0
Forest Essentials [CPS] WW,3,0
Forest Essentials [CPS] WW,2,0
Fossil [CPS] IN,250,0
Fossil [CPS] IN,1341,0
Fossil [CPS] IN,125,0
Fossil [CPS] IN,608,0
Fossil [CPS] IN,462,0
Fossil [CPS] IN,224,0
Fossil [CPS] IN,70,0
Fossil [CPS] IN,29,0
Fossil [CPS] IN,37,0
Fossil [CPS] IN,49,0
Fossil [CPS] IN,134,0
Fossil [CPS] IN,365,0
Foxtale [CPS] IN,3,0
Foxtale [CPS] IN,3,0
Freshtohome [CPS] IN,86,0
Freshtohome [CPS] IN,76,0
Freshtohome [CPS] IN,23,0
Freshtohome [CPS] IN,129,0
Freshtohome [CPS] IN,69,0
Freshtohome [CPS] IN,1,0
Freshtohome [CPS] IN,1,0
F-secure.com Utility CPS - Worldwide,1,0
F-secure.com Utility CPS - Worldwide,1,0
F-secure.com Utility CPS - Worldwide,1,0
F-secure.com Utility CPS - Worldwide,16,0
F-secure.com Utility CPS - Worldwide,133,0
F-secure.com Utility CPS - Worldwide,3,0
F-secure.com Utility CPS - Worldwide,25,0
GAP AE SA KW Offline codes & Links,79,0
GAP AE SA KW Offline codes & Links,3,0
GAP AE SA KW Offline codes & Links,326,0
GAP AE SA KW Offline codes & Links,1451,0
GasJeans [CPS] IN,45,0
GasJeans [CPS] IN,14,0
GasJeans [CPS] IN,34,0
GasJeans [CPS] IN,50,0
GasJeans [CPS] IN,10,0
GasJeans [CPS] IN,4,0
GasJeans [CPS] IN,3,0
GasJeans [CPS] IN,3,0
GasJeans [CPS] IN,6,0
Gearbest.com CPS - Worldwide,6,0
Gearbest.com CPS - Worldwide,12,0
Gearbest.com CPS - Worldwide,1,0
Geekbuying WW,337,0
Geekbuying WW,71,0
Geekbuying WW,56,0
Geekmaxi Many GEOs,12,0
Geekmaxi Many GEOs,1,0
Geekmaxi Many GEOs,4,0
Geekmaxi Many GEOs,7,0
Geekmaxi Many GEOs,1,0
Geekmaxi Many GEOs,3,0
Geekmaxi Many GEOs,25,0
Giantfood.com CPA - United States,65,0
Giantfood.com CPA - United States,25,0
Giantfood.com CPA - United States,85,0
Giantfood.com CPA - United States,55,0
Giantfood.com CPA - United States,16,0
Giantfood.com CPA - United States,43,0
Giantfood.com CPA - United States,29,0
Giantfood.com CPA - United States,32,0
Giantfood.com CPA - United States,99,0
Giva [CPS] IN,44,92.64
Giva [CPS] IN,3,0
Giva [CPS] IN,1,0
Giva.co CPS - India,1,0
Giva.co CPS - India,292,0
Giva.co CPS - India,49,0
Gocity,19,0
Gocity,19,0
Gocity,8,0
Gocity,9,0
Goibibo CPI,2,0
Goibibo Hotels [CPS] IN,2,0
Goibibo.com Bus CPS - India,24,0
Goibibo.com Bus CPS - India,23,0
Goibibo.com Bus CPS - India,6,0
Goibibo.com Bus CPS - India,20,0
Goibibo.com Domestic Hotels CPS - India,46,0
Goibibo.com Domestic Hotels CPS - India,129,0
Goibibo.com Domestic Hotels CPS - India,33,0
Goibibo.com Domestic Hotels CPS - India,79,0
Goibibo.com Domestic Hotels CPS - India,124,0
Goibibo.com Domestic Hotels CPS - India,46,0
Goibibo.com Flights CPS - India,340,0
Goibibo.com Flights CPS - India,37,0
Goibibo.com Flights CPS - India,23,0
Goibibo.com Flights CPS - India,15,0
Goibibo.com Flights CPS - India,25,0
Goibibo.com Flights CPS - India,35,0
Goibibo.com Flights CPS - India,24,0
Goibibo.com Flights CPS - India,478,0
Goibibo.com Flights CPS - India,176,0
Goibibo.com Flights CPS - India,165,0
Goibibo.com Outstation Cabs CPS - India,14,0
Goibibo.com Outstation Cabs CPS - India,1,0
Goibibo.com Outstation Cabs CPS - India,1,0
Goibibo.com Outstation Cabs CPS - India,1,0
Goibibo.com Outstation Cabs CPS - India,12,0
Goibibo.com Outstation Cabs CPS - India,2,0
Goibibo.com Trains CPS - India,118,0
Goibibo.com Trains CPS - India,15,0
Goibibo.com Trains CPS - India,11,0
Goibibo.com Trains CPS - India,8,0
Goibibo.com Trains CPS - India,5,0
GOINDIGO [ CPS ] IN,1,0
GOINDIGO [ CPS ] IN,1,0
GOINDIGO [ CPS ] IN,5,0
GoindiGo.in CPA - India,2232,0
GoindiGo.in CPA - India,771,0
GoindiGo.in CPA - India,228,0
GoindiGo.in CPA - India,100,0
GoindiGo.in CPA - India,220,0
GoindiGo.in CPA - India,304,0
GoindiGo.in CPA - India,50,0
Gonoise.com CPS - India,446,0
Gonoise.com CPS - India,96,0
Gonoise.com CPS - India,24,0
Gonoise.com CPS - India,10,0
Gonoise.com CPS - India,4,0
Gonoise.com CPS - India,12,0
Goto.com Utility CPL - United States,150,0
Goto.com Utility CPL - United States,93,0
Goto.com Utility CPL - United States,66,0
Goto.com Utility CPL - United States,6,0
Goto.com Utility CPL - United States,49,0
Goto.com Utility CPL - United States,966,0
Goto.com Utility CPL - United States,726,0
Goto.com Utility CPL - United States,496,0
Growfood,5,0
Guardian,4,0
Guardian,2,0
Guardian,1,0
Guardian,32,0
Guardian,411,0
Guardian,154,0
H&M Many GEOs,383,0
H&M Many GEOs,132,0
H&M Many GEOs,8,0
H&M Many GEOs,14,0
H&M Many GEOs,7,0
H&M Many GEOs,7624,0
H&M Many GEOs,5742,0
H&M Many GEOs,56813,0
Hamleys [CPS] IN,118,12.21
Hamleys [CPS] IN,131,0
Hamleys [CPS] IN,120,0
Hamleys [CPS] IN,126,0
Hamleys.in CPS - India,27,0
Hamleys.in CPS - India,36,0
Hamleys.in CPS - India,6,0
Hammer [CPS] IN,88,0
Hammer [CPS] IN,39,0
Hammer [CPS] IN,37,0
Hammer [CPS] IN,32,0
Hammer [CPS] IN,20,0
Hammer [CPS] IN,38,0
Hammer [CPS] IN,1,0
Happilo [CPS] IN,11,0
Happilo [CPS] IN,7,0
Happilo [CPS] IN,12,0
Happilo [CPS] IN,4,0
Happilo [CPS] IN,27,0
Happilo [CPS] IN,40,0
Happilo [CPS] IN,27,0
Happilo [CPS] IN,7,0
Happilo [CPS] IN,4,0
Happilo [CPS] IN,17,0
Happilo [CPS] IN,10,0
HappyEasyGo [CPS] IN,374,0
HappyEasyGo [CPS] IN,343,91
HappyEasyGo [CPS] IN,29,0
HappyEasyGo [CPS] IN,2,0
HappyEasyGo [CPS] IN,3,0
HappyEasyGo [CPS] IN,1,0
HappyEasyGo [CPS] IN,4,0
HappyFares [CPS] IN,570,0
HappyFares [CPS] IN,371,0
HappyFares [CPS] IN,575,0
HappyFares [CPS] IN,577,0
HappyFares [CPS] IN,564,0
HappyFares [CPS] IN,504,0
HappyFares [CPS] IN,10,0
HappyFares [CPS] IN,1,0
HappyFares [CPS] IN,1,0
HappyFares [CPS] IN,6,0
HappyFares [CPS] IN,11,0
HappyFares [CPS] IN,4,0
HappyFares [CPS] IN,6,0
Healthkart.com CPS - India,227,71.39
Healthkart.com CPS - India,3,0
Healthkart.com CPS - India,24,0
Healthkart.com CPS - India,2,0
Healthkart.com CPS - India,1,0
Healthkart.com CPS - India,22,0
Healthkart.com CPS - India,40,0
Healthkart.com CPS - India,95,0
Healthkart.com CPS - India,38,0
Hewlett Packard (HP),31,0
Hewlett Packard (HP),15,0
Hewlett Packard (HP),13,0
Hewlett Packard (HP),18,0
Hewlett Packard (HP),14,0
Hewlett Packard (HP),12,0
Hewlett Packard (HP),16,0
Hewlett Packard (HP),7,0
hidemy.0me vpn,15,0
hidemy.0me vpn,22,0
hidemy.0me vpn,45,0
Himalaya Wellness [CPS] IN,175,29.7
Himalaya Wellness [CPS] IN,259,38.27
Himalaya Wellness [CPS] IN,168,0
HKVitals,1,0
HKvitals.com CPS - India,51,0
HKvitals.com CPS - India,1,0
HKvitals.com CPS - India,1,0
HKvitals.com CPS - India,1,0
HKvitals.com CPS - India,3,0
HKvitals.com CPS - India,9,0
Hopscotch [CPS] IN,62,0
Hopscotch [CPS] IN,20,0
Hopscotch [CPS] IN,48,0
Hopscotch [CPS] IN,2,0
Hopscotch [CPS] IN,4,0
Hopscotch [CPS] IN,50,0
Hostarmada.com Utility CPA - Worldwide,1,0
Hostarmada.com Utility CPA - Worldwide,25,0
Hostarmada.com Utility CPA - Worldwide,45,0
Hostinger,11,0
Hostinger,146,0
Hostinger,417,88.08
Hostinger,144,0
Hostinger,184,0
Hostinger,11,0
Hostinger,6,0
Hostinger,5,0
Hostinger,306,0
Hostpapa.com Utility CPA - Worldwide,13,0
Hostpapa.com Utility CPA - Worldwide,14,0
Hostpapa.com Utility CPA - Worldwide,17,0
Hostpapa.com Utility CPA - Worldwide,10,0
Hostpapa.com Utility CPA - Worldwide,20,0
Hostpapa.com Utility CPA - Worldwide,8,0
Hostpapa.com Utility CPA - Worldwide,62,0
Hostwinds.com Utility CPA - Worldwide,1,0
Hostwinds.com Utility CPA - Worldwide,1,0
Hostwinds.com Utility CPA - Worldwide,13,0
Hyugalife [CPS] IN,1,0
IGP [CPS] WW,108,0
IGP [CPS] WW,44,0
IGP [CPS] WW,4,0
IGP [CPS] WW,3,0
IGP [CPS] WW,3,0
IGP [CPS] WW,23,0
IGP [CPS] WW,136,41.15
Insider [CPS] IN,7017,0
Insider [CPS] IN,4545,0
Insider [CPS] IN,5151,0
Insider [CPS] IN,4340,0
Insider [CPS] IN,3056,0
InVideo,318,12.5
InVideo,865,13.13
InVideo,923,41.25
InVideo,270,15
InVideo,150,0
InVideo,126,0
InVideo,166,0
InVideo,137,0
InVideo,178,0
InVideo,191,9
InVideo,318,12.5
InVideo,3325,90.88
InVideo,865,13.13
InVideo,923,41.25
InVideo,270,15
InVideo,150,0
InVideo,126,0
InVideo,166,0
InVideo,137,0
InVideo,178,0
InVideo,192,9
InVideo,865,13.13
InVideo,923,41.25
InVideo,207,0
InVideo,630,15
InVideo,1174,29.75
InVideo,1383,30
InVideo,291,0
InVideo,209,0
InVideo,1,0
InVideo WW,1524,0
Ivacy.com Utility CPA - Worldwide,1,0
Ivacy.com Utility CPA - Worldwide,25,0
Jack Jones Junior [CPS] IN,3,0
Jack Jones Junior [CPS] IN,1,0
Jack&Jones [CPS] IN,15,0
Jack&Jones [CPS] IN,107,0
Jack&Jones [CPS] IN,88,0
Jack&Jones [CPS] IN,14,0
Jack&Jones [CPS] IN,15,0
Jack&Jones [CPS] IN,4,0
Jack&Jones [CPS] IN,85,0
Jack&Jones [CPS] IN,391,0
Jaqulineusa.com CPS - India,1,0
JBL,13,0
JBL,169,0
JBL,45,0
JBL,14,0
JBL,14,0
JBL,6,0
JBL,4,0
JBL,107,0
JBL,13,0
JIMDO - CPA,72,0
JIMDO - CPA,7,0
JIMDO - CPA,48,0
JIMDO - CPA,48,0
JIMDO - CPA,50,0
JIMDO - CPA,50,0
Jiomart [CPS] IN,21,0
Jiomart [CPS] IN,15,0
Jiomart [CPS] IN,21,0
Jiomart [CPS] IN,15,0
Jiomart [CPS] IN,7,17.69
Jiomart [CPS] IN,196,5.24
Jiomart [CPS] IN,834,15.54
Jiomart [CPS] IN,690,88.73
Jiomart [CPS] IN,434,0
Jiomart [CPS] IN,626,0
Jiomart [CPS] IN,91,0
JOCKEY [CPS] IN,296,62.38
JOCKEY [CPS] IN,3,0
JOCKEY [CPS] IN,2,0
JOCKEY [CPS] IN,7,0
JOCKEY [CPS] IN,14,0
JOCKEY [CPS] IN,3,0
Jomashop Global - CPS (Paused),887,0
Jomashop Global - CPS (Paused),38,0
Jomashop Global - CPS (Paused),47,0
Jomashop Global - CPS (Paused),47,0
Jomashop Global - CPS (Paused),1,0
Jomashop Global - CPS (Paused),1,0
Jomashop Global - CPS (Paused),29,0
Jomashop Global - CPS (Paused),29,0
Jomashop Global - CPS (Paused),1,0
Jomashop Global - CPS (Paused),1,0
Joyoshare,3,0
Joyoshare,5,0
Joyoshare,6,0
Joyoshare,14,0
Joyoshare,7,0
Joyoshare,4,0
Joyoshare,7,0
Juicy Chemistry [CPS] IN,8,0
Justfashionnow WW,34,0
Justfashionnow WW,44,0
Justfashionnow WW,39,0
Justfashionnow WW,28,0
Justfashionnow WW,18,0
Justfashionnow WW,14,0
Justfashionnow WW,10,0
Justfashionnow WW,2,0
Justfashionnow WW,8,0
Justfashionnow WW,1,0
Kama Ayurveda,9,0
Kama Ayurveda,3,0
Kamaayurveda [CPS] Many Geo's,3,0
Kamaayurveda.in CPS - India,1,0
Kapiva,2,0
Kapiva.in CPS - India,35,0
Kapiva.in CPS - India,2,0
Kapiva.in CPS - India,2,0
Kapiva.in CPS - India,2,0
Kaspersky,11,0
Kaspersky,1,0
Kaspersky,4,0
Kaspersky,11,0
Kaspersky,279,0
Kaspersky [CPS] IN,23,0
Kaspersky [CPS] IN,11,0
Kaspersky [CPS] IN,26,0
Kaspersky [CPS] IN,30,0
Kaspersky [CPS] IN,14,0
Kaspersky Many GEOs,65,0
Kaspersky Many GEOs,930,58.13
Kdan Mobile WW,79,0
Kdan Mobile WW,51,0
Kdan Mobile WW,69,0
Kdan Mobile WW,81,0
Kdan Mobile WW,90,0
Kdan Mobile WW,16,0
Kdan Mobile WW,17,0
Kdan Mobile WW,8,0
Khadi Essentials,1,0
KICKS CREW,258,0
KICKS CREW,2,0
KICKS CREW,167,0
KICKS CREW,179,0
KICKS CREW,227,0
KICKS CREW,206,0
KICKS CREW,167,0
KICKS CREW,7,0
KICKS CREW,1,0
KICKS CREW,1,0
KICKS CREW,1,0
KICKS CREW,1,0
Kindlife [CPS] IN,5,0
Kindlife [CPS] IN,3,0
Kindlife [CPS] IN,1,0
Kiwi.com CPS - Worldwide,376,0
Kiwi.com CPS - Worldwide,564,0
Kiwi.com CPS - Worldwide,2091,0
Kiwi.com CPS - Worldwide,5215,0
KKday - CPS,306,49.3789
KKday - CPS,231,32.9729
KKday - CPS,288,56.0863
KKday - CPS,288,56.0863
KKday - CPS,285,42.991
KKday - CPS,286,23.6082
KKday - CPS,1,0
KKday - CPS,397,13.9312
KKday - CPS,397,13.9312
KKday - CPS,1304,49.9907
KKday - CPS,1304,49.9907
KKday - CPS,1201,38.0834
KKday - CPS,1201,38.0834
KKday - CPS,1764,78.8661
KKday - CPS,1764,78.8661
KKday - CPS,1786,85.413
KKday - CPS,1786,85.413
KKday - CPS,244,11.3145
KKday - CPS,244,11.3145
KKday - CPS,223,14.0625
KKday - CPS,223,14.0625
KKday - CPS,235,8.3532
KKday - CPS,235,8.3532
KKday - CPS,238,28.0425
KKday - CPS,238,28.0425
KKday - CPS,168,2.3718
KKday - CPS,168,2.3718
KKday - CPS,284,34.8525
KKday - CPS,284,34.8525
KKday - CPS,423,49.7544
KKday - CPS,423,49.7544
KKday - CPS,257,74.9655
KKday - CPS,257,74.9655
Klook - CPS,17,8.1806
Klook - CPS,963,26.2622
Klook - CPS,963,26.2622
Klook - CPS,829,60.4913
Klook - CPS,829,60.4913
Klook - CPS,690,29.3923
Klook - CPS,690,29.3923
Klook - CPS,552,73.8542
Klook - CPS,552,73.8542
Klook - CPS,488,21.3818
Klook - CPS,488,21.3818
Klook - CPS,531,12.8144
Klook - CPS,531,12.8144
Klook - CPS,190,39.8414
Klook - CPS,190,39.8414
Klook - CPS,2,0
Klook - CPS,2,0
Knowfashionstyle WW,18,0
Knowfashionstyle WW,56,0
Knowfashionstyle WW,48,0
Knowfashionstyle WW,50,0
Knowfashionstyle WW,1,0
KnowledgeHut.com CPS - Worldwide,337,0
KnowledgeHut.com CPS - Worldwide,114,0
KnowledgeHut.com CPS - Worldwide,185,0
KnowledgeHut.com CPS - Worldwide,66,0
KnowledgeHut.com CPS - Worldwide,44,0
KnowledgeHut.com CPS - Worldwide,29,0
KnowledgeHut.com CPS - Worldwide,85,0
KnowledgeHut.com CPS - Worldwide,304,0
KnowledgeHut.com CPS - Worldwide,128,0
Kushal's,2,0
Kushal's,4,0
Lakme,9,0
Lakme,9,0
Lakme,4,0
Lakme,3,0
Lattelierstore,3,0
Lattelierstore,2,0
Lattelierstore,2,0
Lattelierstore,1,0
Lazada App (ID),190,0
Lazada App (ID),131,0
Lazada App (ID),114,0
Lazada App (ID),34,0
Lazada App (ID),41,0
Lazada App (ID),36,0
Lazada App (PH),20,28.9
Lazada App (PH),34,0
Lazada App (PH),24,0
Lazada App (PH),22,0
Lazada App (PH),6,0
Lazada App (PH),20,0
Lazada.com.my CPS - Malaysia,33,0
Lazada.com.my CPS - Malaysia,7,38.71
Lazada.com.my CPS - Malaysia,5,0
Lazada.com.my CPS - Malaysia,5,9.66
Lazada.com.my CPS - Malaysia,3,0
Lazada.sg CPS - Singapore,20,72.6
Lazada.th CPS - Thailand,85,0
Lazada.th CPS - Thailand,55,0
Lazada.th CPS - Thailand,78,0
Learn Laugh Speak,4,0
Learn Laugh Speak,1,0
Learn Laugh Speak,1,0
Learn Laugh Speak,1,0
Learn Laugh Speak,1,0
Learn Laugh Speak,4,0
Learn Laugh Speak,8,0
Learn Laugh Speak,1,0
Learn Laugh Speak,1,0
Learn Laugh Speak,1,0
Learn Laugh Speak,1,0
Lenovo Colombia,1,0
Lenovo Colombia,1,0
Lenovo Colombia,1,0
Lenovo Hong Kong,1,0
Lenovo Hong Kong,1,0
Lenovo Hong Kong,1,0
Lenovo India,27,0
Lenovo India,27,0
Lenovo India,1564,0
Lenovo India,57,0
Lenovo India,84,0
Lenovo India,90,0
Lenovo India,143,0
Lenovo India,164,0
Lenovo India,10,0
Lenovo India,331,0
Lenovo India,1781,0
Lenovo India,1564,0
Lenovo India,6,0
Lenovo India,57,0
Lenovo India,4169,0
Lenovo India,90,0
Lenovo India,143,0
Lenovo India,164,0
Lenovo India,10,0
Lenovo India,12,0
Lenovo India,331,0
Lenovo India,13,0
Lenovo India,1785,0
Lenovo India,27,0
Lenovo India,57,0
Lenovo India,84,0
Lenovo India,90,0
Lenovo India,143,0
Lenovo India,164,0
Lenovo India,957,0
Lenovo India,751,5.89
Lenovo India,853,0
Lenovo India,9,0
Lenovo India [CPS] IN,25,0
Lenovo India [CPS] IN,15,0
Lenovo India [CPS] IN,12,0
Lenovo India [CPS] IN,19,0
Lenovo India [CPS] IN,11,0
Lenovo Mexico,1,0
Lenovo Mexico,1,0
Lenovo Mexico,1,0
Lenovo Peru,1,0
Lenovo Peru,1,0
Lenovo Peru,1,0
Lenovo Singapore,2,0
Lenovo Singapore,2,0
Lenovo Singapore,2,0
Lenovo South Korea,3,0
Lenovo South Korea,3,0
Lenovo South Korea,3,0
Lenovo Thailand,1,0
Lenovo Thailand,1,0
Lenovo Thailand,1,0
LightintheBox.com CPS - Worldwide,579,0
LightintheBox.com CPS - Worldwide,341,0
LightintheBox.com CPS - Worldwide,149,0
